timestamp,meid,cell_id,node_id,format,DRB_MeanActiveUeDl,DRB_PdcpSduDelayDl,RRU_PrbUsedDl,TB_TotNbrDlInitial_16Qam,TB_TotNbrDlInitial_64Qam,TB_TotNbrDlInitial_Qpsk,UE_DRB_BlerDl_UEID,UE_DRB_EstabSucc_5QI_UEID,UE_DRB_PdcpSduDelayDl_UEID,UE_DRB_RelActNbr_5QI_UEID,UE_DRB_UEThpDl_UEID,UE_HO_SrcCellQual_RS-SINR_UEID,UE_HO_TrgtCellQual_RS-SINR_UEID,UE_RRU_PrbUsedDl_UEID,UE_TB_TotNbrDlInitial_16Qam_UEID,UE_TB_TotNbrDlInitial_64Qam_UEID,UE_TB_TotNbrDlInitial_Qpsk_UEID
030303031,3,F1,,0.0,,11.071305,,,,,,,,,,,,,,,
2025-12-08T16:22:46.971323+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:46.971383+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:46.971445+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.012988+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:47.013197+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15887.962381,,,38,0,400,0
2025-12-08T16:22:47.013274+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:47.178031+00:00,gnb:131-133-31000000,unknown,2,F1,,4.401279,,,,,,,,,,,,,,,
2025-12-08T16:22:47.178143+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:47.178207+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.802558,,,,,,,,
2025-12-08T16:22:47.228622+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:47.228772+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.228903+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.229103+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:47.229211+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15899.947033,,,38,0,400,0
2025-12-08T16:22:47.229344+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:47.385578+00:00,gnb:131-133-31000000,unknown,2,F1,,4.399628,,,,,,,,,,,,,,,
2025-12-08T16:22:47.385689+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.799256,,,,,,,,
2025-12-08T16:22:47.385754+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:47.429180+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:47.429325+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.429395+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.429557+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:47.429619+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15911.829095,,,38,0,400,0
2025-12-08T16:22:47.429676+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:47.641385+00:00,gnb:131-133-31000000,unknown,2,F1,,4.398664,,,,,,,,,,,,,,,
2025-12-08T16:22:47.641499+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.797328,,,,,,,,
2025-12-08T16:22:47.641565+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:47.841717+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:47.841842+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.841909+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:47.842160+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:47.842234+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:47.842296+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15923.471869,,,38,0,400,0
2025-12-08T16:22:48.051217+00:00,gnb:131-133-31000000,unknown,2,F1,,4.399033,,,,,,,,,,,,,,,
2025-12-08T16:22:48.051382+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:48.051450+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.798066,,,,,,,,
2025-12-08T16:22:48.092562+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:48.092650+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.092712+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.092874+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:48.092937+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:48.092995+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15935.15153,,,38,0,400,0
2025-12-08T16:22:48.258203+00:00,gnb:131-133-31000000,unknown,2,F1,,4.399782,,,,,,,,,,,,,,,
2025-12-08T16:22:48.258301+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:48.258364+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.799563,,,,,,,,
2025-12-08T16:22:48.258524+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:48.258584+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.258639+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.258769+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:48.258836+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15946.7342,,,38,0,400,0
2025-12-08T16:22:48.258890+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:48.559310+00:00,gnb:131-133-31000000,unknown,2,F1,,4.398131,,,,,,,,,,,,,,,
2025-12-08T16:22:48.559428+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:48.559496+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.796262,,,,,,,,
2025-12-08T16:22:48.559669+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:48.559731+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.559800+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.559972+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:48.560036+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15958.21939,,,38,0,400,0
2025-12-08T16:22:48.560098+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:48.763929+00:00,gnb:131-133-31000000,unknown,2,F1,,4.401279,,,,,,,,,,,,,,,
2025-12-08T16:22:48.764043+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.802558,,,,,,,,
2025-12-08T16:22:48.764114+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:48.803056+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:48.803186+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.803263+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:48.803455+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:48.803528+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:48.803593+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15969.608325,,,38,0,400,0
2025-12-08T16:22:49.018216+00:00,gnb:131-133-31000000,unknown,2,F1,,4.39954,,,,,,,,,,,,,,,
2025-12-08T16:22:49.018388+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.79908,,,,,,,,
2025-12-08T16:22:49.018458+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:49.225847+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:49.225957+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.226025+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.226467+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:49.226541+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:49.226600+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15980.90221,,,38,0,400,0
2025-12-08T16:22:49.435052+00:00,gnb:131-133-31000000,unknown,2,F1,,4.398564,,,,,,,,,,,,,,,
2025-12-08T16:22:49.435255+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:49.435328+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.797128,,,,,,,,
2025-12-08T16:22:49.476040+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:49.476132+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.476197+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.476349+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:49.476412+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:49.476470+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,15991.967717,,,38,0,400,0
2025-12-08T16:22:49.641634+00:00,gnb:131-133-31000000,unknown,2,F1,,4.398933,,,,,,,,,,,,,,,
2025-12-08T16:22:49.641750+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:49.641829+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.797866,,,,,,,,
2025-12-08T16:22:49.682891+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:49.682993+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.683058+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.683219+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:49.683279+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:49.683340+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16003.073918,,,38,0,400,0
2025-12-08T16:22:49.850420+00:00,gnb:131-133-31000000,unknown,2,F1,,4.399682,,,,,,,,,,,,,,,
2025-12-08T16:22:49.850528+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.799363,,,,,,,,
2025-12-08T16:22:49.850598+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:49.894008+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:49.894157+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.894248+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:49.894592+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:49.895021+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:49.895440+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16014.090253,,,38,0,400,0
2025-12-08T16:22:50.059158+00:00,gnb:131-133-31000000,unknown,2,F1,,4.398031,,,,,,,,,,,,,,,
2025-12-08T16:22:50.059318+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.796062,,,,,,,,
2025-12-08T16:22:50.059530+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:50.059859+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:50.059927+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.059986+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.106278+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:50.106931+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:50.107214+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16025.016157,,,38,0,400,0
2025-12-08T16:22:50.330339+00:00,gnb:131-133-31000000,unknown,2,F1,,4.42003,,,,,,,,,,,,,,,
2025-12-08T16:22:50.330648+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.840059,,,,,,,,
2025-12-08T16:22:50.330743+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:50.539156+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:50.539456+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.539702+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.540091+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,40,28,372,0,,,,,,,,,,,
2025-12-08T16:22:50.540258+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16035.537835,,,40,28,372,0
2025-12-08T16:22:50.540437+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:50.745765+00:00,gnb:131-133-31000000,unknown,2,F1,,4.661042,,,,,,,,,,,,,,,
2025-12-08T16:22:50.745906+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:50.745999+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.322085,,,,,,,,
2025-12-08T16:22:50.788891+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:50.789120+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.789202+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.789373+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:50.789434+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:50.789492+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16041.869461,,,64,400,0,0
2025-12-08T16:22:50.954307+00:00,gnb:131-133-31000000,unknown,2,F1,,4.659551,,,,,,,,,,,,,,,
2025-12-08T16:22:50.954417+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.319102,,,,,,,,
2025-12-08T16:22:50.954487+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:50.992431+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:50.992579+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.992649+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:50.992817+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:50.992881+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16048.023624,,,64,400,0,0
2025-12-08T16:22:50.992941+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:51.161784+00:00,gnb:131-133-31000000,unknown,2,F1,,4.660447,,,,,,,,,,,,,,,
2025-12-08T16:22:51.161897+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.320895,,,,,,,,
2025-12-08T16:22:51.161962+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:51.201404+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:51.201507+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:51.201570+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:51.201725+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:51.201810+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16054.245282,,,64,400,0,0
2025-12-08T16:22:51.201880+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:51.393253+00:00,gnb:131-133-31000000,unknown,2,F1,,4.661196,,,,,,,,,,,,,,,
2025-12-08T16:22:51.393358+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.322392,,,,,,,,
2025-12-08T16:22:51.393422+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:51.593638+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:51.593749+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:51.593823+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:51.594234+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:51.594318+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16060.415204,,,64,400,0,0
2025-12-08T16:22:51.594388+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:51.802025+00:00,gnb:131-133-31000000,unknown,2,F1,,4.659457,,,,,,,,,,,,,,,
2025-12-08T16:22:51.802354+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.318915,,,,,,,,
2025-12-08T16:22:51.802421+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:51.844239+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:51.844335+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:51.844402+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:51.844603+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:51.844679+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:51.844751+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16066.532424,,,64,400,0,0
2025-12-08T16:22:52.010186+00:00,gnb:131-133-31000000,unknown,2,F1,,4.662593,,,,,,,,,,,,,,,
2025-12-08T16:22:52.010351+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:52.010416+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.325186,,,,,,,,
2025-12-08T16:22:52.048848+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:52.048957+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.049049+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.049273+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:52.049353+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:52.049421+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16072.597614,,,64,400,0,0
2025-12-08T16:22:52.218897+00:00,gnb:131-133-31000000,unknown,2,F1,,4.660942,,,,,,,,,,,,,,,
2025-12-08T16:22:52.219041+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:52.219204+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.321885,,,,,,,,
2025-12-08T16:22:52.259849+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:52.259943+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.260005+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.260159+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,64,400,0,0,,,,,,,,,,,
2025-12-08T16:22:52.260220+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:52.260275+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16078.611436,,,64,400,0,0
2025-12-08T16:22:52.419822+00:00,gnb:131-133-31000000,unknown,2,F1,,4.561238,,,,,,,,,,,,,,,
2025-12-08T16:22:52.419932+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,9.122475,,,,,,,,
2025-12-08T16:22:52.419998+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:52.627504+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:52.627617+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.627697+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.627907+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,54,249,151,0,,,,,,,,,,,
2025-12-08T16:22:52.628100+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:52.628173+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16086.07193,,,54,249,151,0
2025-12-08T16:22:52.833921+00:00,gnb:131-133-31000000,unknown,2,F1,,4.398833,,,,,,,,,,,,,,,
2025-12-08T16:22:52.834034+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.797666,,,,,,,,
2025-12-08T16:22:52.834099+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,0.0,,0.0,,,,,,,,
2025-12-08T16:22:52.876321+00:00,gnb:131-133-31000000,unknown,2,F1,,,,,,,,,,,,,,,,,
2025-12-08T16:22:52.876430+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.876498+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,1,,0,,,,,,,
2025-12-08T16:22:52.876674+00:00,gnb:131-133-31000000,CELL_1111,2,F1,2,,38,0,400,0,,,,,,,,,,,
2025-12-08T16:22:52.876737+00:00,gnb:131-133-31000000,UE_3030303032,4,F1,,,,,,,,,,,0.0,,,0,0,0,0
2025-12-08T16:22:52.876916+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,,,,,16096.260788,,,38,0,400,0
2025-12-08T16:22:53.393484+00:00,gnb:131-133-31000000,unknown,2,F1,,4.399582,,,,,,,,,,,,,,,
2025-12-08T16:22:53.393708+00:00,gnb:131-133-31000000,UE_3030303031,3,F1,,,,,,,0.0,,8.799163,,,,,,,,
